,rohini,utc_time
628,6.0,2019-08-12 20:00:00
629,22.0,2019-08-12 21:00:00
630,70.0,2019-08-12 22:00:00
631,35.0,2019-08-12 23:00:00
632,18.0,2019-08-13 00:00:00
633,18.0,2019-08-13 01:00:00
634,23.0,2019-08-13 02:00:00
635,24.0,2019-08-13 03:00:00
636,20.0,2019-08-13 04:00:00
637,16.0,2019-08-13 05:00:00
638,16.0,2019-08-13 06:00:00
639,14.0,2019-08-13 07:00:00
640,16.0,2019-08-13 08:00:00
641,7.0,2019-08-13 09:00:00
642,8.0,2019-08-13 10:00:00
643,14.0,2019-08-13 11:00:00
644,23.0,2019-08-13 12:00:00
645,30.0,2019-08-13 13:00:00
646,25.0,2019-08-13 14:00:00
647,29.0,2019-08-13 15:00:00
648,24.0,2019-08-13 16:00:00
649,13.0,2019-08-13 17:00:00
650,27.0,2019-08-13 18:00:00
651,19.0,2019-08-13 19:00:00
652,16.0,2019-08-13 20:00:00
653,9.0,2019-08-13 21:00:00
654,5.0,2019-08-13 22:00:00
655,9.0,2019-08-13 23:00:00
656,18.0,2019-08-14 00:00:00
657,12.0,2019-08-14 01:00:00
658,83.0,2019-08-14 02:00:00
659,40.0,2019-08-14 03:00:00
660,12.0,2019-08-14 04:00:00
661,39.0,2019-08-14 05:00:00
662,57.0,2019-08-14 06:00:00
663,57.0,2019-08-14 07:00:00
664,59.0,2019-08-14 08:00:00
665,41.0,2019-08-14 09:00:00
666,13.0,2019-08-14 10:00:00
667,12.0,2019-08-14 11:00:00
668,31.0,2019-08-14 12:00:00
669,28.0,2019-08-14 13:00:00
670,45.0,2019-08-14 14:00:00
671,46.0,2019-08-14 15:00:00
672,66.0,2019-08-14 16:00:00
673,56.0,2019-08-14 17:00:00
674,63.0,2019-08-14 18:00:00
675,52.0,2019-08-14 19:00:00
676,50.0,2019-08-14 20:00:00
677,59.0,2019-08-14 21:00:00
678,66.0,2019-08-14 22:00:00
679,66.0,2019-08-14 23:00:00
680,52.0,2019-08-15 00:00:00
681,23.0,2019-08-15 01:00:00
682,8.0,2019-08-15 02:00:00
683,95.0,2019-08-15 03:00:00
684,34.0,2019-08-15 04:00:00
685,24.0,2019-08-15 05:00:00
686,11.0,2019-08-15 06:00:00
687,13.0,2019-08-15 07:00:00
688,24.0,2019-08-15 08:00:00
689,19.0,2019-08-15 09:00:00
690,17.0,2019-08-15 10:00:00
691,16.0,2019-08-15 11:00:00
692,8.0,2019-08-15 12:00:00
693,17.0,2019-08-15 13:00:00
694,24.0,2019-08-15 14:00:00
695,35.0,2019-08-15 15:00:00
696,20.0,2019-08-15 16:00:00
697,14.0,2019-08-15 17:00:00
698,13.0,2019-08-15 18:00:00
699,18.0,2019-08-15 19:00:00
700,11.0,2019-08-15 20:00:00
701,18.0,2019-08-15 21:00:00
702,16.0,2019-08-15 22:00:00
703,9.0,2019-08-15 23:00:00
704,11.0,2019-08-16 00:00:00
705,23.0,2019-08-16 01:00:00
706,17.0,2019-08-16 02:00:00
707,34.0,2019-08-16 03:00:00
708,27.0,2019-08-16 04:00:00
709,18.0,2019-08-16 05:00:00
710,13.0,2019-08-16 06:00:00
711,12.0,2019-08-16 07:00:00
712,9.0,2019-08-16 08:00:00
713,12.0,2019-08-16 09:00:00
714,19.0,2019-08-16 10:00:00
715,9.0,2019-08-16 11:00:00
716,7.0,2019-08-16 12:00:00
717,20.0,2019-08-16 13:00:00
718,16.0,2019-08-16 14:00:00
719,9.0,2019-08-16 15:00:00
720,22.0,2019-08-16 16:00:00
721,13.0,2019-08-16 17:00:00
722,14.0,2019-08-16 18:00:00
723,20.0,2019-08-16 19:00:00
724,19.0,2019-08-16 20:00:00
725,14.0,2019-08-16 21:00:00
726,2.0,2019-08-16 22:00:00
727,9.0,2019-08-16 23:00:00
728,9.0,2019-08-17 00:00:00
729,5.0,2019-08-17 01:00:00
730,8.0,2019-08-17 02:00:00
731,14.0,2019-08-17 03:00:00
732,7.0,2019-08-17 04:00:00
733,3.0,2019-08-17 05:00:00
734,2.0,2019-08-17 06:00:00
735,3.0,2019-08-17 07:00:00
736,7.0,2019-08-17 08:00:00
737,13.0,2019-08-17 09:00:00
738,9.0,2019-08-17 10:00:00
739,5.0,2019-08-17 11:00:00
740,1.0,2019-08-17 12:00:00
741,0.0,2019-08-17 13:00:00
742,1.0,2019-08-17 14:00:00
743,9.0,2019-08-17 15:00:00
744,9.0,2019-08-17 16:00:00
745,9.0,2019-08-17 17:00:00
746,16.0,2019-08-17 18:00:00
747,7.0,2019-08-17 19:00:00
748,6.0,2019-08-17 20:00:00
749,2.0,2019-08-17 21:00:00
750,5.0,2019-08-17 22:00:00
751,8.0,2019-08-17 23:00:00
752,9.0,2019-08-18 00:00:00
753,5.0,2019-08-18 01:00:00
754,3.0,2019-08-18 02:00:00
755,3.0,2019-08-18 03:00:00
756,2.0,2019-08-18 04:00:00
757,8.0,2019-08-18 05:00:00
758,6.0,2019-08-18 06:00:00
759,3.0,2019-08-18 07:00:00
760,5.0,2019-08-18 08:00:00
761,3.0,2019-08-18 09:00:00
762,5.0,2019-08-18 10:00:00
763,6.0,2019-08-18 11:00:00
764,8.0,2019-08-18 12:00:00
765,11.0,2019-08-18 13:00:00
766,150.0,2019-08-18 14:00:00
767,133.0,2019-08-18 15:00:00
768,51.0,2019-08-18 16:00:00
769,45.0,2019-08-18 17:00:00
770,41.0,2019-08-18 18:00:00
771,39.0,2019-08-18 19:00:00
772,59.0,2019-08-18 20:00:00
773,52.0,2019-08-18 21:00:00
774,48.0,2019-08-18 22:00:00
775,44.0,2019-08-18 23:00:00
776,44.0,2019-08-19 00:00:00
777,61.0,2019-08-19 01:00:00
778,67.0,2019-08-19 02:00:00
779,74.0,2019-08-19 03:00:00
780,89.0,2019-08-19 04:00:00
781,55.0,2019-08-19 05:00:00
782,25.0,2019-08-19 06:00:00
783,14.0,2019-08-19 07:00:00
784,18.0,2019-08-19 08:00:00
785,16.0,2019-08-19 09:00:00
786,12.0,2019-08-19 10:00:00
787,14.0,2019-08-19 11:00:00
788,9.0,2019-08-19 12:00:00
789,11.0,2019-08-19 13:00:00
790,34.0,2019-08-19 14:00:00
791,92.0,2019-08-19 15:00:00
792,114.0,2019-08-19 16:00:00
793,59.0,2019-08-19 17:00:00
794,57.0,2019-08-19 18:00:00
795,75.0,2019-08-19 19:00:00
796,64.0,2019-08-19 20:00:00
797,57.0,2019-08-19 21:00:00
798,58.0,2019-08-19 22:00:00
799,53.0,2019-08-19 23:00:00
800,52.0,2019-08-20 00:00:00
801,57.0,2019-08-20 01:00:00
802,84.0,2019-08-20 02:00:00
803,48.0,2019-08-20 03:00:00
804,59.0,2019-08-20 04:00:00
805,66.0,2019-08-20 05:00:00
806,33.0,2019-08-20 06:00:00
807,25.0,2019-08-20 07:00:00
808,18.0,2019-08-20 08:00:00
809,14.0,2019-08-20 09:00:00
810,13.0,2019-08-20 10:00:00
811,13.0,2019-08-20 11:00:00
812,16.0,2019-08-20 12:00:00
813,20.0,2019-08-20 13:00:00
814,24.0,2019-08-20 14:00:00
815,31.0,2019-08-20 15:00:00
816,55.0,2019-08-20 16:00:00
817,51.0,2019-08-20 17:00:00
818,51.0,2019-08-20 18:00:00
819,55.0,2019-08-20 19:00:00
820,75.0,2019-08-20 20:00:00
821,46.0,2019-08-20 21:00:00
822,62.0,2019-08-20 22:00:00
823,63.0,2019-08-20 23:00:00
824,61.0,2019-08-21 00:00:00
825,68.0,2019-08-21 01:00:00
826,138.0,2019-08-21 02:00:00
827,78.0,2019-08-21 03:00:00
828,41.0,2019-08-21 04:00:00
829,25.0,2019-08-21 05:00:00
830,27.0,2019-08-21 06:00:00
831,35.0,2019-08-21 07:00:00
832,33.0,2019-08-21 08:00:00
833,36.0,2019-08-21 09:00:00
834,35.0,2019-08-21 10:00:00
835,24.0,2019-08-21 11:00:00
836,23.0,2019-08-21 12:00:00
837,27.0,2019-08-21 13:00:00
838,47.0,2019-08-21 14:00:00
839,47.0,2019-08-21 15:00:00
840,66.0,2019-08-21 16:00:00
841,86.0,2019-08-21 17:00:00
842,80.0,2019-08-21 18:00:00
843,45.0,2019-08-21 19:00:00
844,34.0,2019-08-21 20:00:00
845,46.0,2019-08-21 21:00:00
846,59.0,2019-08-21 22:00:00
847,59.0,2019-08-21 23:00:00
848,28.0,2019-08-22 00:00:00
849,46.0,2019-08-22 01:00:00
850,99.0,2019-08-22 02:00:00
851,53.0,2019-08-22 03:00:00
852,31.0,2019-08-22 04:00:00
853,35.0,2019-08-22 05:00:00
854,36.0,2019-08-22 06:00:00
855,29.0,2019-08-22 07:00:00
856,17.0,2019-08-22 08:00:00
857,24.0,2019-08-22 09:00:00
858,19.0,2019-08-22 10:00:00
859,29.0,2019-08-22 11:00:00
860,34.0,2019-08-22 12:00:00
861,52.0,2019-08-22 13:00:00
862,84.0,2019-08-22 14:00:00
863,77.0,2019-08-22 15:00:00
864,83.0,2019-08-22 16:00:00
865,91.0,2019-08-22 17:00:00
866,70.0,2019-08-22 18:00:00
867,64.0,2019-08-22 19:00:00
868,69.0,2019-08-22 20:00:00
869,73.0,2019-08-22 21:00:00
870,73.0,2019-08-22 22:00:00
871,70.0,2019-08-22 23:00:00
872,57.0,2019-08-23 00:00:00
873,57.0,2019-08-23 01:00:00
874,73.0,2019-08-23 02:00:00
875,81.0,2019-08-23 03:00:00
876,34.0,2019-08-23 04:00:00
877,36.0,2019-08-23 05:00:00
878,33.0,2019-08-23 06:00:00
879,35.0,2019-08-23 07:00:00
880,30.0,2019-08-23 08:00:00
881,34.0,2019-08-23 09:00:00
882,25.0,2019-08-23 10:00:00
883,24.0,2019-08-23 11:00:00
884,25.0,2019-08-23 12:00:00
885,25.0,2019-08-23 13:00:00
886,31.0,2019-08-23 14:00:00
887,48.0,2019-08-23 15:00:00
888,123.0,2019-08-23 16:00:00
889,118.0,2019-08-23 17:00:00
890,74.0,2019-08-23 18:00:00
891,88.0,2019-08-23 19:00:00
892,84.0,2019-08-23 20:00:00
893,69.0,2019-08-23 21:00:00
894,64.0,2019-08-23 22:00:00
895,68.0,2019-08-23 23:00:00
896,72.0,2019-08-24 00:00:00
897,73.0,2019-08-24 01:00:00
898,83.0,2019-08-24 02:00:00
899,97.0,2019-08-24 03:00:00
900,110.0,2019-08-24 04:00:00
901,83.0,2019-08-24 05:00:00
902,66.0,2019-08-24 06:00:00
903,50.0,2019-08-24 07:00:00
904,38.0,2019-08-24 08:00:00
905,51.0,2019-08-24 09:00:00
906,51.0,2019-08-24 10:00:00
907,34.0,2019-08-24 11:00:00
908,20.0,2019-08-24 12:00:00
909,59.0,2019-08-24 13:00:00
910,44.0,2019-08-24 14:00:00
911,56.0,2019-08-24 15:00:00
912,64.0,2019-08-24 16:00:00
913,70.0,2019-08-24 17:00:00
914,72.0,2019-08-24 18:00:00
915,48.0,2019-08-24 19:00:00
916,33.0,2019-08-24 20:00:00
917,33.0,2019-08-24 21:00:00
918,27.0,2019-08-24 22:00:00
919,39.0,2019-08-24 23:00:00
920,42.0,2019-08-25 00:00:00
921,38.0,2019-08-25 01:00:00
922,42.0,2019-08-25 02:00:00
923,39.0,2019-08-25 03:00:00
924,39.0,2019-08-25 04:00:00
925,34.0,2019-08-25 05:00:00
926,34.0,2019-08-25 06:00:00
927,25.0,2019-08-25 07:00:00
928,33.0,2019-08-25 08:00:00
929,34.0,2019-08-25 09:00:00
930,33.0,2019-08-25 10:00:00
931,36.0,2019-08-25 11:00:00
932,14.0,2019-08-25 12:00:00
933,14.0,2019-08-25 13:00:00
934,16.0,2019-08-25 14:00:00
935,94.0,2019-08-25 15:00:00
936,42.0,2019-08-25 16:00:00
937,35.0,2019-08-25 17:00:00
938,35.0,2019-08-25 18:00:00
939,44.0,2019-08-25 19:00:00
940,58.0,2019-08-25 20:00:00
941,23.0,2019-08-25 21:00:00
942,19.0,2019-08-25 22:00:00
943,20.0,2019-08-25 23:00:00
944,18.0,2019-08-26 00:00:00
945,20.0,2019-08-26 01:00:00
1826,,2019-08-26 02:00:00
1827,,2019-08-26 03:00:00
1828,,2019-08-26 04:00:00
1829,,2019-08-26 05:00:00
1830,,2019-08-26 06:00:00
1831,,2019-08-26 07:00:00
1832,,2019-08-26 08:00:00
1833,,2019-08-26 09:00:00
1834,,2019-08-26 10:00:00
1835,,2019-08-26 11:00:00
1836,,2019-08-26 12:00:00
1837,,2019-08-26 13:00:00
1838,,2019-08-26 14:00:00
1839,,2019-08-26 15:00:00
1840,,2019-08-26 16:00:00
1841,,2019-08-26 17:00:00
1842,,2019-08-26 18:00:00
1843,,2019-08-26 19:00:00
1844,,2019-08-26 20:00:00
1845,,2019-08-26 21:00:00
1846,,2019-08-26 22:00:00
1847,,2019-08-26 23:00:00
1848,,2019-08-27 00:00:00
1849,,2019-08-27 01:00:00
946,121.0,2019-08-27 02:00:00
947,185.0,2019-08-27 03:00:00
948,122.0,2019-08-27 04:00:00
949,56.0,2019-08-27 05:00:00
950,38.0,2019-08-27 06:00:00
951,45.0,2019-08-27 07:00:00
952,96.0,2019-08-27 08:00:00
953,41.0,2019-08-27 09:00:00
954,17.0,2019-08-27 10:00:00
955,20.0,2019-08-27 11:00:00
956,17.0,2019-08-27 12:00:00
957,38.0,2019-08-27 13:00:00
958,38.0,2019-08-27 14:00:00
959,48.0,2019-08-27 15:00:00
960,298.0,2019-08-27 16:00:00
961,99.0,2019-08-27 17:00:00
962,68.0,2019-08-27 18:00:00
963,81.0,2019-08-27 19:00:00
964,81.0,2019-08-27 20:00:00
965,81.0,2019-08-27 21:00:00
966,72.0,2019-08-27 22:00:00
967,79.0,2019-08-27 23:00:00
968,81.0,2019-08-28 00:00:00
969,94.0,2019-08-28 01:00:00
970,118.0,2019-08-28 02:00:00
971,152.0,2019-08-28 03:00:00
972,59.0,2019-08-28 04:00:00
973,24.0,2019-08-28 05:00:00
974,24.0,2019-08-28 06:00:00
975,30.0,2019-08-28 07:00:00
976,36.0,2019-08-28 08:00:00
977,42.0,2019-08-28 09:00:00
978,22.0,2019-08-28 10:00:00
979,17.0,2019-08-28 11:00:00
980,16.0,2019-08-28 12:00:00
981,22.0,2019-08-28 13:00:00
982,59.0,2019-08-28 14:00:00
983,30.0,2019-08-28 15:00:00
984,34.0,2019-08-28 16:00:00
985,160.0,2019-08-28 17:00:00
986,38.0,2019-08-28 18:00:00
987,48.0,2019-08-28 19:00:00
988,48.0,2019-08-28 20:00:00
989,51.0,2019-08-28 21:00:00
990,27.0,2019-08-28 22:00:00
991,34.0,2019-08-28 23:00:00
992,27.0,2019-08-29 00:00:00
993,28.0,2019-08-29 01:00:00
994,124.0,2019-08-29 02:00:00
995,45.0,2019-08-29 03:00:00
996,35.0,2019-08-29 04:00:00
997,19.0,2019-08-29 05:00:00
998,25.0,2019-08-29 06:00:00
999,19.0,2019-08-29 07:00:00
1000,24.0,2019-08-29 08:00:00
1001,29.0,2019-08-29 09:00:00
1002,28.0,2019-08-29 10:00:00
1003,30.0,2019-08-29 11:00:00
1004,30.0,2019-08-29 12:00:00
1005,23.0,2019-08-29 13:00:00
1006,112.0,2019-08-29 14:00:00
1007,25.0,2019-08-29 15:00:00
1008,33.0,2019-08-29 16:00:00
1009,27.0,2019-08-29 17:00:00
1010,28.0,2019-08-29 18:00:00
1011,18.0,2019-08-29 19:00:00
1012,22.0,2019-08-29 20:00:00
1013,22.0,2019-08-29 21:00:00
1014,40.0,2019-08-29 22:00:00
1015,56.0,2019-08-29 23:00:00
1016,44.0,2019-08-30 00:00:00
1017,68.0,2019-08-30 01:00:00
1018,96.0,2019-08-30 02:00:00
1019,218.0,2019-08-30 03:00:00
1850,,2019-08-30 04:00:00
1851,,2019-08-30 05:00:00
1020,67.0,2019-08-30 06:00:00
1021,64.0,2019-08-30 07:00:00
1022,,2019-08-30 08:00:00
1023,72.0,2019-08-30 09:00:00
1024,52.0,2019-08-30 10:00:00
1025,59.0,2019-08-30 11:00:00
1026,63.0,2019-08-30 12:00:00
1027,63.0,2019-08-30 13:00:00
1028,62.0,2019-08-30 14:00:00
1029,108.0,2019-08-30 15:00:00
1030,106.0,2019-08-30 16:00:00
1031,119.0,2019-08-30 17:00:00
1032,94.0,2019-08-30 18:00:00
1033,90.0,2019-08-30 19:00:00
1034,80.0,2019-08-30 20:00:00
1035,72.0,2019-08-30 21:00:00
1036,74.0,2019-08-30 22:00:00
1037,84.0,2019-08-30 23:00:00
1038,80.0,2019-08-31 00:00:00
1039,81.0,2019-08-31 01:00:00
1040,95.0,2019-08-31 02:00:00
1041,55.0,2019-08-31 03:00:00
1042,48.0,2019-08-31 04:00:00
1043,46.0,2019-08-31 05:00:00
1044,39.0,2019-08-31 06:00:00
1045,44.0,2019-08-31 07:00:00
1046,44.0,2019-08-31 08:00:00
1047,42.0,2019-08-31 09:00:00
1048,36.0,2019-08-31 10:00:00
1049,51.0,2019-08-31 11:00:00
1050,57.0,2019-08-31 12:00:00
1051,74.0,2019-08-31 13:00:00
1052,122.0,2019-08-31 14:00:00
1053,103.0,2019-08-31 15:00:00
1054,90.0,2019-08-31 16:00:00
1055,130.0,2019-08-31 17:00:00
1056,143.0,2019-08-31 18:00:00
1057,150.0,2019-08-31 19:00:00
1058,197.0,2019-08-31 20:00:00
1059,86.0,2019-08-31 21:00:00
1060,45.0,2019-08-31 22:00:00
1061,38.0,2019-08-31 23:00:00
1062,39.0,2019-09-01 00:00:00
1063,36.0,2019-09-01 01:00:00
1064,30.0,2019-09-01 02:00:00
1065,22.0,2019-09-01 03:00:00
1066,20.0,2019-09-01 04:00:00
1067,18.0,2019-09-01 05:00:00
1068,28.0,2019-09-01 06:00:00
1069,20.0,2019-09-01 07:00:00
1070,19.0,2019-09-01 08:00:00
1071,14.0,2019-09-01 09:00:00
1072,16.0,2019-09-01 10:00:00
1073,27.0,2019-09-01 11:00:00
1074,13.0,2019-09-01 12:00:00
1075,17.0,2019-09-01 13:00:00
1076,27.0,2019-09-01 14:00:00
1077,343.0,2019-09-01 15:00:00
1078,40.0,2019-09-01 16:00:00
1079,33.0,2019-09-01 17:00:00
1080,28.0,2019-09-01 18:00:00
1081,25.0,2019-09-01 19:00:00
1082,42.0,2019-09-01 20:00:00
1083,24.0,2019-09-01 21:00:00
1084,30.0,2019-09-01 22:00:00
1085,68.0,2019-09-01 23:00:00
1086,29.0,2019-09-02 00:00:00
1087,22.0,2019-09-02 01:00:00
1088,40.0,2019-09-02 02:00:00
1089,95.0,2019-09-02 03:00:00
1090,50.0,2019-09-02 04:00:00
1091,50.0,2019-09-02 05:00:00
1092,46.0,2019-09-02 06:00:00
1093,53.0,2019-09-02 07:00:00
1094,57.0,2019-09-02 08:00:00
1095,50.0,2019-09-02 09:00:00
1096,33.0,2019-09-02 10:00:00
1097,28.0,2019-09-02 11:00:00
1098,34.0,2019-09-02 12:00:00
1099,36.0,2019-09-02 13:00:00
1100,41.0,2019-09-02 14:00:00
1101,92.0,2019-09-02 15:00:00
1102,91.0,2019-09-02 16:00:00
1103,75.0,2019-09-02 17:00:00
1104,70.0,2019-09-02 18:00:00
1105,70.0,2019-09-02 19:00:00
1106,74.0,2019-09-02 20:00:00
1107,74.0,2019-09-02 21:00:00
1108,64.0,2019-09-02 22:00:00
1109,72.0,2019-09-02 23:00:00
1110,70.0,2019-09-03 00:00:00
1111,77.0,2019-09-03 01:00:00
1112,99.0,2019-09-03 02:00:00
1113,160.0,2019-09-03 03:00:00
1114,91.0,2019-09-03 04:00:00
1115,56.0,2019-09-03 05:00:00
1116,57.0,2019-09-03 06:00:00
1117,66.0,2019-09-03 07:00:00
1118,64.0,2019-09-03 08:00:00
1119,66.0,2019-09-03 09:00:00
1120,66.0,2019-09-03 10:00:00
1121,66.0,2019-09-03 11:00:00
1122,66.0,2019-09-03 12:00:00
1123,77.0,2019-09-03 13:00:00
1124,155.0,2019-09-03 14:00:00
1125,215.0,2019-09-03 15:00:00
1126,122.0,2019-09-03 16:00:00
1127,102.0,2019-09-03 17:00:00
1128,84.0,2019-09-03 18:00:00
1129,83.0,2019-09-03 19:00:00
1130,88.0,2019-09-03 20:00:00
1131,80.0,2019-09-03 21:00:00
1132,77.0,2019-09-03 22:00:00
1133,96.0,2019-09-03 23:00:00
1134,99.0,2019-09-04 00:00:00
1135,111.0,2019-09-04 01:00:00
1136,125.0,2019-09-04 02:00:00
1137,88.0,2019-09-04 03:00:00
1138,80.0,2019-09-04 04:00:00
1139,89.0,2019-09-04 05:00:00
1140,97.0,2019-09-04 06:00:00
1141,101.0,2019-09-04 07:00:00
1142,81.0,2019-09-04 08:00:00
1143,69.0,2019-09-04 09:00:00
1144,64.0,2019-09-04 10:00:00
1145,52.0,2019-09-04 11:00:00
1146,42.0,2019-09-04 12:00:00
1147,48.0,2019-09-04 13:00:00
1148,75.0,2019-09-04 14:00:00
1149,134.0,2019-09-04 15:00:00
1150,70.0,2019-09-04 16:00:00
1151,53.0,2019-09-04 17:00:00
1152,42.0,2019-09-04 18:00:00
1153,33.0,2019-09-04 19:00:00
1154,31.0,2019-09-04 20:00:00
1155,30.0,2019-09-04 21:00:00
1156,34.0,2019-09-04 22:00:00
1157,33.0,2019-09-04 23:00:00
1158,28.0,2019-09-05 00:00:00
1159,27.0,2019-09-05 01:00:00
1160,119.0,2019-09-05 02:00:00
1161,62.0,2019-09-05 03:00:00
1162,45.0,2019-09-05 04:00:00
1163,28.0,2019-09-05 05:00:00
1164,57.0,2019-09-05 06:00:00
1165,46.0,2019-09-05 07:00:00
1166,20.0,2019-09-05 08:00:00
1167,18.0,2019-09-05 09:00:00
1168,34.0,2019-09-05 10:00:00
1169,28.0,2019-09-05 11:00:00
1170,45.0,2019-09-05 12:00:00
1171,25.0,2019-09-05 13:00:00
1172,59.0,2019-09-05 14:00:00
1173,58.0,2019-09-05 15:00:00
1174,64.0,2019-09-05 16:00:00
1175,31.0,2019-09-05 17:00:00
1176,31.0,2019-09-05 18:00:00
1177,30.0,2019-09-05 19:00:00
1178,24.0,2019-09-05 20:00:00
1179,24.0,2019-09-05 21:00:00
1180,55.0,2019-09-05 22:00:00
1181,55.0,2019-09-05 23:00:00
1182,64.0,2019-09-06 00:00:00
1183,64.0,2019-09-06 01:00:00
1184,102.0,2019-09-06 02:00:00
1185,94.0,2019-09-06 03:00:00
1186,74.0,2019-09-06 04:00:00
1187,39.0,2019-09-06 05:00:00
1188,27.0,2019-09-06 06:00:00
1852,,2019-09-06 07:00:00
1853,,2019-09-06 08:00:00
1854,,2019-09-06 09:00:00
1189,,2019-09-06 10:00:00
1190,,2019-09-06 11:00:00
1191,29.0,2019-09-06 12:00:00
1192,22.0,2019-09-06 13:00:00
1193,29.0,2019-09-06 14:00:00
1855,,2019-09-06 15:00:00
1856,,2019-09-06 16:00:00
1857,,2019-09-06 17:00:00
1858,,2019-09-06 18:00:00
1859,,2019-09-06 19:00:00
1860,,2019-09-06 20:00:00
1861,,2019-09-06 21:00:00
1862,,2019-09-06 22:00:00
1863,,2019-09-06 23:00:00
1864,,2019-09-07 00:00:00
1194,63.0,2019-09-07 01:00:00
1195,129.0,2019-09-07 02:00:00
1196,90.0,2019-09-07 03:00:00
1197,63.0,2019-09-07 04:00:00
1198,47.0,2019-09-07 05:00:00
1199,40.0,2019-09-07 06:00:00
1200,36.0,2019-09-07 07:00:00
1201,39.0,2019-09-07 08:00:00
1202,40.0,2019-09-07 09:00:00
1203,31.0,2019-09-07 10:00:00
1204,40.0,2019-09-07 11:00:00
1205,33.0,2019-09-07 12:00:00
1206,45.0,2019-09-07 13:00:00
1207,59.0,2019-09-07 14:00:00
1208,45.0,2019-09-07 15:00:00
1209,41.0,2019-09-07 16:00:00
1210,29.0,2019-09-07 17:00:00
1211,35.0,2019-09-07 18:00:00
1212,51.0,2019-09-07 19:00:00
1213,20.0,2019-09-07 20:00:00
1214,20.0,2019-09-07 21:00:00
1215,24.0,2019-09-07 22:00:00
1216,46.0,2019-09-07 23:00:00
1217,52.0,2019-09-08 00:00:00
1218,42.0,2019-09-08 01:00:00
1219,51.0,2019-09-08 02:00:00
1220,90.0,2019-09-08 03:00:00
1221,94.0,2019-09-08 04:00:00
1222,47.0,2019-09-08 05:00:00
1223,36.0,2019-09-08 06:00:00
1224,27.0,2019-09-08 07:00:00
