,pm10,local_time
0,69.0,2019-08-02 00:00:00
1,62.0,2019-08-02 01:00:00
2,77.0,2019-08-02 02:00:00
3,47.0,2019-08-02 03:00:00
4,48.0,2019-08-02 04:00:00
5,66.0,2019-08-02 05:00:00
6,55.0,2019-08-02 06:00:00
7,62.0,2019-08-02 07:00:00
8,75.0,2019-08-02 08:00:00
9,88.0,2019-08-02 09:00:00
10,79.0,2019-08-02 10:00:00
11,62.0,2019-08-02 11:00:00
12,122.0,2019-08-02 12:00:00
13,113.0,2019-08-02 13:00:00
14,46.0,2019-08-02 14:00:00
15,35.0,2019-08-02 15:00:00
16,36.0,2019-08-02 16:00:00
17,48.0,2019-08-02 17:00:00
18,80.0,2019-08-02 18:00:00
19,86.0,2019-08-02 19:00:00
20,74.0,2019-08-02 20:00:00
21,95.0,2019-08-02 21:00:00
22,107.0,2019-08-02 22:00:00
23,103.0,2019-08-02 23:00:00
24,90.0,2019-08-03 00:00:00
25,84.0,2019-08-03 01:00:00
26,112.0,2019-08-03 02:00:00
27,108.0,2019-08-03 03:00:00
28,106.0,2019-08-03 04:00:00
29,163.0,2019-08-03 05:00:00
30,118.0,2019-08-03 06:00:00
31,158.0,2019-08-03 07:00:00
32,133.0,2019-08-03 08:00:00
33,124.0,2019-08-03 09:00:00
34,107.0,2019-08-03 10:00:00
35,34.0,2019-08-03 11:00:00
36,52.0,2019-08-03 12:00:00
37,63.0,2019-08-03 13:00:00
38,59.0,2019-08-03 14:00:00
39,50.0,2019-08-03 15:00:00
40,31.0,2019-08-03 16:00:00
41,36.0,2019-08-03 17:00:00
42,79.0,2019-08-03 18:00:00
43,69.0,2019-08-03 19:00:00
44,64.0,2019-08-03 20:00:00
45,103.0,2019-08-03 21:00:00
46,92.0,2019-08-03 22:00:00
47,117.0,2019-08-03 23:00:00
48,81.0,2019-08-04 00:00:00
49,161.0,2019-08-04 01:00:00
50,136.0,2019-08-04 02:00:00
51,113.0,2019-08-04 03:00:00
52,64.0,2019-08-04 04:00:00
53,75.0,2019-08-04 05:00:00
54,96.0,2019-08-04 06:00:00
55,89.0,2019-08-04 07:00:00
56,105.0,2019-08-04 08:00:00
57,77.0,2019-08-04 09:00:00
58,75.0,2019-08-04 10:00:00
59,92.0,2019-08-04 11:00:00
60,80.0,2019-08-04 12:00:00
61,83.0,2019-08-04 13:00:00
62,92.0,2019-08-04 14:00:00
63,62.0,2019-08-04 15:00:00
64,80.0,2019-08-04 16:00:00
65,81.0,2019-08-04 17:00:00
66,89.0,2019-08-04 18:00:00
67,101.0,2019-08-04 19:00:00
68,127.0,2019-08-04 20:00:00
69,210.0,2019-08-04 21:00:00
70,186.0,2019-08-04 22:00:00
71,206.0,2019-08-04 23:00:00
72,252.0,2019-08-05 00:00:00
73,188.0,2019-08-05 01:00:00
74,130.0,2019-08-05 02:00:00
75,90.0,2019-08-05 03:00:00
76,91.0,2019-08-05 04:00:00
77,130.0,2019-08-05 05:00:00
78,141.0,2019-08-05 06:00:00
79,139.0,2019-08-05 07:00:00
80,152.0,2019-08-05 08:00:00
81,150.0,2019-08-05 09:00:00
82,139.0,2019-08-05 10:00:00
83,111.0,2019-08-05 11:00:00
84,119.0,2019-08-05 12:00:00
85,125.0,2019-08-05 13:00:00
86,114.0,2019-08-05 14:00:00
87,66.0,2019-08-05 15:00:00
88,51.0,2019-08-05 16:00:00
89,86.0,2019-08-05 17:00:00
90,138.0,2019-08-05 18:00:00
91,136.0,2019-08-05 19:00:00
92,134.0,2019-08-05 20:00:00
93,152.0,2019-08-05 21:00:00
94,157.0,2019-08-05 22:00:00
95,130.0,2019-08-05 23:00:00
96,99.0,2019-08-06 00:00:00
97,89.0,2019-08-06 01:00:00
98,79.0,2019-08-06 02:00:00
99,80.0,2019-08-06 03:00:00
100,95.0,2019-08-06 04:00:00
101,101.0,2019-08-06 05:00:00
102,121.0,2019-08-06 06:00:00
103,118.0,2019-08-06 07:00:00
104,36.0,2019-08-06 08:00:00
105,36.0,2019-08-06 09:00:00
106,29.0,2019-08-06 10:00:00
107,14.0,2019-08-06 11:00:00
108,13.0,2019-08-06 12:00:00
109,30.0,2019-08-06 13:00:00
110,41.0,2019-08-06 14:00:00
111,42.0,2019-08-06 15:00:00
112,67.0,2019-08-06 16:00:00
113,36.0,2019-08-06 17:00:00
114,44.0,2019-08-06 18:00:00
115,78.0,2019-08-06 19:00:00
116,81.0,2019-08-06 20:00:00
117,83.0,2019-08-06 21:00:00
118,78.0,2019-08-06 22:00:00
119,75.0,2019-08-06 23:00:00
120,90.0,2019-08-07 00:00:00
121,50.0,2019-08-07 01:00:00
122,67.0,2019-08-07 02:00:00
123,57.0,2019-08-07 03:00:00
124,69.0,2019-08-07 04:00:00
125,64.0,2019-08-07 05:00:00
126,48.0,2019-08-07 06:00:00
127,116.0,2019-08-07 07:00:00
128,91.0,2019-08-07 08:00:00
129,124.0,2019-08-07 09:00:00
130,63.0,2019-08-07 10:00:00
131,83.0,2019-08-07 11:00:00
132,80.0,2019-08-07 12:00:00
133,56.0,2019-08-07 13:00:00
134,34.0,2019-08-07 14:00:00
135,34.0,2019-08-07 15:00:00
136,28.0,2019-08-07 16:00:00
137,27.0,2019-08-07 17:00:00
138,24.0,2019-08-07 18:00:00
139,45.0,2019-08-07 19:00:00
140,85.0,2019-08-07 20:00:00
141,74.0,2019-08-07 21:00:00
142,78.0,2019-08-07 22:00:00
143,94.0,2019-08-07 23:00:00
144,72.0,2019-08-08 00:00:00
145,83.0,2019-08-08 01:00:00
146,91.0,2019-08-08 02:00:00
147,70.0,2019-08-08 03:00:00
148,75.0,2019-08-08 04:00:00
149,108.0,2019-08-08 05:00:00
150,81.0,2019-08-08 06:00:00
151,127.0,2019-08-08 07:00:00
152,169.0,2019-08-08 08:00:00
153,130.0,2019-08-08 09:00:00
154,66.0,2019-08-08 10:00:00
155,83.0,2019-08-08 11:00:00
156,67.0,2019-08-08 12:00:00
157,61.0,2019-08-08 13:00:00
158,46.0,2019-08-08 14:00:00
159,42.0,2019-08-08 15:00:00
160,57.0,2019-08-08 16:00:00
161,63.0,2019-08-08 17:00:00
162,64.0,2019-08-08 18:00:00
163,79.0,2019-08-08 19:00:00
164,132.0,2019-08-08 20:00:00
165,213.0,2019-08-08 21:00:00
166,166.0,2019-08-08 22:00:00
167,160.0,2019-08-08 23:00:00
168,97.0,2019-08-09 00:00:00
169,67.0,2019-08-09 01:00:00
170,39.0,2019-08-09 02:00:00
171,33.0,2019-08-09 03:00:00
172,39.0,2019-08-09 04:00:00
173,55.0,2019-08-09 05:00:00
174,40.0,2019-08-09 06:00:00
175,45.0,2019-08-09 07:00:00
176,40.0,2019-08-09 08:00:00
177,59.0,2019-08-09 09:00:00
178,56.0,2019-08-09 10:00:00
179,55.0,2019-08-09 11:00:00
180,62.0,2019-08-09 12:00:00
181,46.0,2019-08-09 13:00:00
182,44.0,2019-08-09 14:00:00
183,40.0,2019-08-09 15:00:00
184,39.0,2019-08-09 16:00:00
185,40.0,2019-08-09 17:00:00
186,42.0,2019-08-09 18:00:00
187,44.0,2019-08-09 19:00:00
188,58.0,2019-08-09 20:00:00
189,66.0,2019-08-09 21:00:00
190,53.0,2019-08-09 22:00:00
191,46.0,2019-08-09 23:00:00
192,41.0,2019-08-10 00:00:00
193,35.0,2019-08-10 01:00:00
194,48.0,2019-08-10 02:00:00
195,42.0,2019-08-10 03:00:00
196,44.0,2019-08-10 04:00:00
197,42.0,2019-08-10 05:00:00
198,42.0,2019-08-10 06:00:00
199,38.0,2019-08-10 07:00:00
200,30.0,2019-08-10 08:00:00
201,39.0,2019-08-10 09:00:00
202,38.0,2019-08-10 10:00:00
203,48.0,2019-08-10 11:00:00
204,41.0,2019-08-10 12:00:00
205,42.0,2019-08-10 13:00:00
206,28.0,2019-08-10 14:00:00
207,22.0,2019-08-10 15:00:00
208,19.0,2019-08-10 16:00:00
209,17.0,2019-08-10 17:00:00
210,30.0,2019-08-10 18:00:00
211,39.0,2019-08-10 19:00:00
212,45.0,2019-08-10 20:00:00
213,64.0,2019-08-10 21:00:00
214,48.0,2019-08-10 22:00:00
215,58.0,2019-08-10 23:00:00
216,57.0,2019-08-11 00:00:00
217,62.0,2019-08-11 01:00:00
218,68.0,2019-08-11 02:00:00
219,124.0,2019-08-11 03:00:00
220,125.0,2019-08-11 04:00:00
221,140.0,2019-08-11 05:00:00
222,106.0,2019-08-11 06:00:00
1894,,2019-08-11 07:00:00
223,68.0,2019-08-11 08:00:00
224,48.0,2019-08-11 09:00:00
225,39.0,2019-08-11 10:00:00
226,41.0,2019-08-11 11:00:00
227,50.0,2019-08-11 12:00:00
228,56.0,2019-08-11 13:00:00
229,48.0,2019-08-11 14:00:00
230,55.0,2019-08-11 15:00:00
231,50.0,2019-08-11 16:00:00
232,40.0,2019-08-11 17:00:00
233,59.0,2019-08-11 18:00:00
234,77.0,2019-08-11 19:00:00
235,41.0,2019-08-11 20:00:00
236,96.0,2019-08-11 21:00:00
237,108.0,2019-08-11 22:00:00
238,70.0,2019-08-11 23:00:00
239,56.0,2019-08-12 00:00:00
240,46.0,2019-08-12 01:00:00
241,44.0,2019-08-12 02:00:00
242,34.0,2019-08-12 03:00:00
243,33.0,2019-08-12 04:00:00
244,25.0,2019-08-12 05:00:00
245,16.0,2019-08-12 06:00:00
246,17.0,2019-08-12 07:00:00
247,25.0,2019-08-12 08:00:00
248,47.0,2019-08-12 09:00:00
249,62.0,2019-08-12 10:00:00
250,30.0,2019-08-12 11:00:00
251,83.0,2019-08-12 12:00:00
252,56.0,2019-08-12 13:00:00
253,45.0,2019-08-12 14:00:00
254,31.0,2019-08-12 15:00:00
1895,,2019-08-12 16:00:00
1896,,2019-08-12 17:00:00
1897,,2019-08-12 18:00:00
255,124.0,2019-08-12 19:00:00
256,124.0,2019-08-12 20:00:00
257,164.0,2019-08-12 21:00:00
258,51.0,2019-08-12 22:00:00
259,46.0,2019-08-12 23:00:00
260,53.0,2019-08-13 00:00:00
261,39.0,2019-08-13 01:00:00
262,20.0,2019-08-13 02:00:00
263,46.0,2019-08-13 03:00:00
264,105.0,2019-08-13 04:00:00
265,57.0,2019-08-13 05:00:00
266,33.0,2019-08-13 06:00:00
267,42.0,2019-08-13 07:00:00
268,70.0,2019-08-13 08:00:00
269,57.0,2019-08-13 09:00:00
270,58.0,2019-08-13 10:00:00
271,57.0,2019-08-13 11:00:00
272,57.0,2019-08-13 12:00:00
273,58.0,2019-08-13 13:00:00
274,46.0,2019-08-13 14:00:00
275,34.0,2019-08-13 15:00:00
276,46.0,2019-08-13 16:00:00
277,35.0,2019-08-13 17:00:00
278,36.0,2019-08-13 18:00:00
279,63.0,2019-08-13 19:00:00
280,85.0,2019-08-13 20:00:00
281,105.0,2019-08-13 21:00:00
282,66.0,2019-08-13 22:00:00
283,55.0,2019-08-13 23:00:00
284,66.0,2019-08-14 00:00:00
285,42.0,2019-08-14 01:00:00
286,27.0,2019-08-14 02:00:00
287,6.0,2019-08-14 03:00:00
288,3.0,2019-08-14 04:00:00
289,8.0,2019-08-14 05:00:00
290,22.0,2019-08-14 06:00:00
291,30.0,2019-08-14 07:00:00
292,106.0,2019-08-14 08:00:00
293,83.0,2019-08-14 09:00:00
294,34.0,2019-08-14 10:00:00
295,69.0,2019-08-14 11:00:00
296,85.0,2019-08-14 12:00:00
297,95.0,2019-08-14 13:00:00
298,73.0,2019-08-14 14:00:00
299,41.0,2019-08-14 15:00:00
300,39.0,2019-08-14 16:00:00
301,46.0,2019-08-14 17:00:00
302,64.0,2019-08-14 18:00:00
303,88.0,2019-08-14 19:00:00
304,97.0,2019-08-14 20:00:00
305,119.0,2019-08-14 21:00:00
306,141.0,2019-08-14 22:00:00
307,167.0,2019-08-14 23:00:00
308,91.0,2019-08-15 00:00:00
309,88.0,2019-08-15 01:00:00
310,96.0,2019-08-15 02:00:00
311,156.0,2019-08-15 03:00:00
312,121.0,2019-08-15 04:00:00
313,96.0,2019-08-15 05:00:00
314,29.0,2019-08-15 06:00:00
315,9.0,2019-08-15 07:00:00
316,128.0,2019-08-15 08:00:00
317,38.0,2019-08-15 09:00:00
318,33.0,2019-08-15 10:00:00
319,27.0,2019-08-15 11:00:00
320,33.0,2019-08-15 12:00:00
321,40.0,2019-08-15 13:00:00
322,40.0,2019-08-15 14:00:00
323,30.0,2019-08-15 15:00:00
324,25.0,2019-08-15 16:00:00
325,34.0,2019-08-15 17:00:00
326,29.0,2019-08-15 18:00:00
327,56.0,2019-08-15 19:00:00
328,69.0,2019-08-15 20:00:00
329,47.0,2019-08-15 21:00:00
330,44.0,2019-08-15 22:00:00
331,36.0,2019-08-15 23:00:00
332,45.0,2019-08-16 00:00:00
333,33.0,2019-08-16 01:00:00
334,30.0,2019-08-16 02:00:00
335,29.0,2019-08-16 03:00:00
336,19.0,2019-08-16 04:00:00
337,24.0,2019-08-16 05:00:00
338,34.0,2019-08-16 06:00:00
339,38.0,2019-08-16 07:00:00
340,56.0,2019-08-16 08:00:00
341,45.0,2019-08-16 09:00:00
342,36.0,2019-08-16 10:00:00
343,33.0,2019-08-16 11:00:00
344,33.0,2019-08-16 12:00:00
345,36.0,2019-08-16 13:00:00
346,24.0,2019-08-16 14:00:00
347,31.0,2019-08-16 15:00:00
348,28.0,2019-08-16 16:00:00
349,20.0,2019-08-16 17:00:00
350,55.0,2019-08-16 18:00:00
351,28.0,2019-08-16 19:00:00
352,31.0,2019-08-16 20:00:00
353,44.0,2019-08-16 21:00:00
354,46.0,2019-08-16 22:00:00
355,38.0,2019-08-16 23:00:00
356,45.0,2019-08-17 00:00:00
357,33.0,2019-08-17 01:00:00
358,28.0,2019-08-17 02:00:00
359,14.0,2019-08-17 03:00:00
360,12.0,2019-08-17 04:00:00
361,20.0,2019-08-17 05:00:00
362,2.0,2019-08-17 06:00:00
363,18.0,2019-08-17 07:00:00
364,30.0,2019-08-17 08:00:00
365,8.0,2019-08-17 09:00:00
366,8.0,2019-08-17 10:00:00
367,7.0,2019-08-17 11:00:00
368,8.0,2019-08-17 12:00:00
369,24.0,2019-08-17 13:00:00
370,24.0,2019-08-17 14:00:00
371,25.0,2019-08-17 15:00:00
372,20.0,2019-08-17 16:00:00
373,20.0,2019-08-17 17:00:00
374,13.0,2019-08-17 18:00:00
375,16.0,2019-08-17 19:00:00
376,20.0,2019-08-17 20:00:00
377,11.0,2019-08-17 21:00:00
378,17.0,2019-08-17 22:00:00
379,7.0,2019-08-17 23:00:00
380,11.0,2019-08-18 00:00:00
381,8.0,2019-08-18 01:00:00
382,3.0,2019-08-18 02:00:00
383,6.0,2019-08-18 03:00:00
384,9.0,2019-08-18 04:00:00
385,7.0,2019-08-18 05:00:00
386,8.0,2019-08-18 06:00:00
387,9.0,2019-08-18 07:00:00
388,12.0,2019-08-18 08:00:00
389,18.0,2019-08-18 09:00:00
390,14.0,2019-08-18 10:00:00
391,11.0,2019-08-18 11:00:00
392,8.0,2019-08-18 12:00:00
393,18.0,2019-08-18 13:00:00
394,9.0,2019-08-18 14:00:00
395,17.0,2019-08-18 15:00:00
396,27.0,2019-08-18 16:00:00
397,20.0,2019-08-18 17:00:00
398,31.0,2019-08-18 18:00:00
399,149.0,2019-08-18 19:00:00
400,195.0,2019-08-18 20:00:00
401,124.0,2019-08-18 21:00:00
402,114.0,2019-08-18 22:00:00
403,101.0,2019-08-18 23:00:00
404,99.0,2019-08-19 00:00:00
405,141.0,2019-08-19 01:00:00
406,141.0,2019-08-19 02:00:00
407,114.0,2019-08-19 03:00:00
408,110.0,2019-08-19 04:00:00
409,95.0,2019-08-19 05:00:00
410,111.0,2019-08-19 06:00:00
411,140.0,2019-08-19 07:00:00
412,143.0,2019-08-19 08:00:00
413,132.0,2019-08-19 09:00:00
414,80.0,2019-08-19 10:00:00
415,47.0,2019-08-19 11:00:00
416,34.0,2019-08-19 12:00:00
417,29.0,2019-08-19 13:00:00
418,42.0,2019-08-19 14:00:00
419,34.0,2019-08-19 15:00:00
420,47.0,2019-08-19 16:00:00
421,39.0,2019-08-19 17:00:00
422,31.0,2019-08-19 18:00:00
423,80.0,2019-08-19 19:00:00
424,147.0,2019-08-19 20:00:00
425,208.0,2019-08-19 21:00:00
426,130.0,2019-08-19 22:00:00
427,140.0,2019-08-19 23:00:00
428,163.0,2019-08-20 00:00:00
429,207.0,2019-08-20 01:00:00
430,143.0,2019-08-20 02:00:00
431,100.0,2019-08-20 03:00:00
432,92.0,2019-08-20 04:00:00
433,100.0,2019-08-20 05:00:00
434,94.0,2019-08-20 06:00:00
435,100.0,2019-08-20 07:00:00
436,84.0,2019-08-20 08:00:00
437,94.0,2019-08-20 09:00:00
438,105.0,2019-08-20 10:00:00
439,62.0,2019-08-20 11:00:00
440,47.0,2019-08-20 12:00:00
441,28.0,2019-08-20 13:00:00
442,34.0,2019-08-20 14:00:00
443,29.0,2019-08-20 15:00:00
444,41.0,2019-08-20 16:00:00
445,52.0,2019-08-20 17:00:00
446,63.0,2019-08-20 18:00:00
447,83.0,2019-08-20 19:00:00
448,103.0,2019-08-20 20:00:00
449,122.0,2019-08-20 21:00:00
450,139.0,2019-08-20 22:00:00
451,136.0,2019-08-20 23:00:00
452,128.0,2019-08-21 00:00:00
453,132.0,2019-08-21 01:00:00
454,95.0,2019-08-21 02:00:00
455,133.0,2019-08-21 03:00:00
456,155.0,2019-08-21 04:00:00
457,139.0,2019-08-21 05:00:00
458,129.0,2019-08-21 06:00:00
459,227.0,2019-08-21 07:00:00
460,160.0,2019-08-21 08:00:00
461,130.0,2019-08-21 09:00:00
462,111.0,2019-08-21 10:00:00
463,128.0,2019-08-21 11:00:00
464,128.0,2019-08-21 12:00:00
465,116.0,2019-08-21 13:00:00
466,125.0,2019-08-21 14:00:00
467,121.0,2019-08-21 15:00:00
468,122.0,2019-08-21 16:00:00
469,100.0,2019-08-21 17:00:00
470,97.0,2019-08-21 18:00:00
471,103.0,2019-08-21 19:00:00
472,151.0,2019-08-21 20:00:00
473,222.0,2019-08-21 21:00:00
474,205.0,2019-08-21 22:00:00
475,245.0,2019-08-21 23:00:00
476,107.0,2019-08-22 00:00:00
477,89.0,2019-08-22 01:00:00
478,132.0,2019-08-22 02:00:00
479,138.0,2019-08-22 03:00:00
480,140.0,2019-08-22 04:00:00
481,91.0,2019-08-22 05:00:00
482,118.0,2019-08-22 06:00:00
483,179.0,2019-08-22 07:00:00
484,136.0,2019-08-22 08:00:00
485,122.0,2019-08-22 09:00:00
486,107.0,2019-08-22 10:00:00
487,100.0,2019-08-22 11:00:00
488,102.0,2019-08-22 12:00:00
489,73.0,2019-08-22 13:00:00
490,85.0,2019-08-22 14:00:00
491,74.0,2019-08-22 15:00:00
492,77.0,2019-08-22 16:00:00
493,129.0,2019-08-22 17:00:00
494,151.0,2019-08-22 18:00:00
495,189.0,2019-08-22 19:00:00
496,191.0,2019-08-22 20:00:00
497,227.0,2019-08-22 21:00:00
498,277.0,2019-08-22 22:00:00
499,262.0,2019-08-22 23:00:00
500,238.0,2019-08-23 00:00:00
501,238.0,2019-08-23 01:00:00
502,246.0,2019-08-23 02:00:00
503,191.0,2019-08-23 03:00:00
504,186.0,2019-08-23 04:00:00
505,139.0,2019-08-23 05:00:00
506,132.0,2019-08-23 06:00:00
507,246.0,2019-08-23 07:00:00
508,188.0,2019-08-23 08:00:00
509,152.0,2019-08-23 09:00:00
510,129.0,2019-08-23 10:00:00
511,116.0,2019-08-23 11:00:00
512,121.0,2019-08-23 12:00:00
513,123.0,2019-08-23 13:00:00
514,113.0,2019-08-23 14:00:00
515,112.0,2019-08-23 15:00:00
516,99.0,2019-08-23 16:00:00
517,103.0,2019-08-23 17:00:00
518,86.0,2019-08-23 18:00:00
519,107.0,2019-08-23 19:00:00
520,149.0,2019-08-23 20:00:00
521,199.0,2019-08-23 21:00:00
522,331.0,2019-08-23 22:00:00
523,332.0,2019-08-23 23:00:00
524,417.0,2019-08-24 00:00:00
525,458.0,2019-08-24 01:00:00
526,250.0,2019-08-24 02:00:00
527,241.0,2019-08-24 03:00:00
528,207.0,2019-08-24 04:00:00
529,173.0,2019-08-24 05:00:00
530,234.0,2019-08-24 06:00:00
531,260.0,2019-08-24 07:00:00
532,251.0,2019-08-24 08:00:00
533,257.0,2019-08-24 09:00:00
534,210.0,2019-08-24 10:00:00
535,164.0,2019-08-24 11:00:00
536,116.0,2019-08-24 12:00:00
537,92.0,2019-08-24 13:00:00
538,113.0,2019-08-24 14:00:00
539,110.0,2019-08-24 15:00:00
540,79.0,2019-08-24 16:00:00
541,66.0,2019-08-24 17:00:00
542,108.0,2019-08-24 18:00:00
543,119.0,2019-08-24 19:00:00
544,116.0,2019-08-24 20:00:00
545,136.0,2019-08-24 21:00:00
546,162.0,2019-08-24 22:00:00
547,158.0,2019-08-24 23:00:00
548,119.0,2019-08-25 00:00:00
549,86.0,2019-08-25 01:00:00
550,95.0,2019-08-25 02:00:00
551,69.0,2019-08-25 03:00:00
552,83.0,2019-08-25 04:00:00
553,75.0,2019-08-25 05:00:00
554,75.0,2019-08-25 06:00:00
555,80.0,2019-08-25 07:00:00
556,70.0,2019-08-25 08:00:00
557,66.0,2019-08-25 09:00:00
558,66.0,2019-08-25 10:00:00
559,68.0,2019-08-25 11:00:00
560,63.0,2019-08-25 12:00:00
561,64.0,2019-08-25 13:00:00
562,64.0,2019-08-25 14:00:00
563,66.0,2019-08-25 15:00:00
564,108.0,2019-08-25 16:00:00
565,27.0,2019-08-25 17:00:00
566,31.0,2019-08-25 18:00:00
567,27.0,2019-08-25 19:00:00
568,125.0,2019-08-25 20:00:00
569,53.0,2019-08-25 21:00:00
570,64.0,2019-08-25 22:00:00
571,58.0,2019-08-25 23:00:00
572,79.0,2019-08-26 00:00:00
573,92.0,2019-08-26 01:00:00
574,45.0,2019-08-26 02:00:00
575,48.0,2019-08-26 03:00:00
576,47.0,2019-08-26 04:00:00
577,41.0,2019-08-26 05:00:00
578,48.0,2019-08-26 06:00:00
579,66.0,2019-08-26 07:00:00
1898,,2019-08-26 08:00:00
1899,,2019-08-26 09:00:00
1900,,2019-08-26 10:00:00
1901,,2019-08-26 11:00:00
1902,,2019-08-26 12:00:00
1903,,2019-08-26 13:00:00
1904,,2019-08-26 14:00:00
1905,,2019-08-26 15:00:00
1906,,2019-08-26 16:00:00
1907,,2019-08-26 17:00:00
1908,,2019-08-26 18:00:00
1909,,2019-08-26 19:00:00
1910,,2019-08-26 20:00:00
1911,,2019-08-26 21:00:00
1912,,2019-08-26 22:00:00
1913,,2019-08-26 23:00:00
1914,,2019-08-27 00:00:00
1915,,2019-08-27 01:00:00
1916,,2019-08-27 02:00:00
1917,,2019-08-27 03:00:00
1918,,2019-08-27 04:00:00
1919,,2019-08-27 05:00:00
1920,,2019-08-27 06:00:00
580,221.0,2019-08-27 07:00:00
581,345.0,2019-08-27 08:00:00
582,188.0,2019-08-27 09:00:00
583,100.0,2019-08-27 10:00:00
584,75.0,2019-08-27 11:00:00
585,75.0,2019-08-27 12:00:00
586,80.0,2019-08-27 13:00:00
587,84.0,2019-08-27 14:00:00
588,41.0,2019-08-27 15:00:00
589,35.0,2019-08-27 16:00:00
590,36.0,2019-08-27 17:00:00
591,36.0,2019-08-27 18:00:00
592,84.0,2019-08-27 19:00:00
593,130.0,2019-08-27 20:00:00
594,449.0,2019-08-27 21:00:00
595,182.0,2019-08-27 22:00:00
596,161.0,2019-08-27 23:00:00
597,238.0,2019-08-28 00:00:00
598,206.0,2019-08-28 01:00:00
599,182.0,2019-08-28 02:00:00
600,147.0,2019-08-28 03:00:00
601,152.0,2019-08-28 04:00:00
602,175.0,2019-08-28 05:00:00
603,190.0,2019-08-28 06:00:00
604,246.0,2019-08-28 07:00:00
605,266.0,2019-08-28 08:00:00
606,112.0,2019-08-28 09:00:00
607,57.0,2019-08-28 10:00:00
608,62.0,2019-08-28 11:00:00
609,66.0,2019-08-28 12:00:00
610,84.0,2019-08-28 13:00:00
611,84.0,2019-08-28 14:00:00
612,56.0,2019-08-28 15:00:00
613,53.0,2019-08-28 16:00:00
614,51.0,2019-08-28 17:00:00
615,91.0,2019-08-28 18:00:00
616,121.0,2019-08-28 19:00:00
617,92.0,2019-08-28 20:00:00
618,106.0,2019-08-28 21:00:00
619,269.0,2019-08-28 22:00:00
620,111.0,2019-08-28 23:00:00
621,121.0,2019-08-29 00:00:00
622,140.0,2019-08-29 01:00:00
623,153.0,2019-08-29 02:00:00
624,56.0,2019-08-29 03:00:00
625,58.0,2019-08-29 04:00:00
626,55.0,2019-08-29 05:00:00
627,74.0,2019-08-29 06:00:00
628,162.0,2019-08-29 07:00:00
629,103.0,2019-08-29 08:00:00
630,79.0,2019-08-29 09:00:00
631,56.0,2019-08-29 10:00:00
632,50.0,2019-08-29 11:00:00
633,52.0,2019-08-29 12:00:00
634,57.0,2019-08-29 13:00:00
635,64.0,2019-08-29 14:00:00
636,83.0,2019-08-29 15:00:00
637,79.0,2019-08-29 16:00:00
638,70.0,2019-08-29 17:00:00
639,62.0,2019-08-29 18:00:00
640,160.0,2019-08-29 19:00:00
641,99.0,2019-08-29 20:00:00
642,124.0,2019-08-29 21:00:00
643,91.0,2019-08-29 22:00:00
644,75.0,2019-08-29 23:00:00
645,50.0,2019-08-30 00:00:00
646,59.0,2019-08-30 01:00:00
647,62.0,2019-08-30 02:00:00
648,92.0,2019-08-30 03:00:00
649,125.0,2019-08-30 04:00:00
650,89.0,2019-08-30 05:00:00
651,135.0,2019-08-30 06:00:00
652,171.0,2019-08-30 07:00:00
